NU_ANO,CO_UF_ESCOLA,SG_UF_ESCOLA,CO_MUNICIPIO_ESCOLA,NO_MUNICIPIO_ESCOLA,CO_ESCOLA_EDUCACENSO,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,NU_MEDIA_OBJ,NU_MEDIA_TOT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
2012,24,RN,2411809,São Fernando,24033260,ESC EST MONS WALFREDO GURGEL ENS FUND E MEDIO,2,1,48,,33,68.75,437.6,470.82,444.4,448.92,480.61,,,,,,81.7,7.5,10.8,De 31 a 60 alunos
2013,24,RN,2411809,São Fernando,24033260,ESC EST MONS WALFREDO GURGEL ENS FUND E MEDIO,2,1,31,1.0,27,87.1,439.74,469.15,459.63,498.74,518.52,,,,60.0,,84.6,3.3,12.1,De 31 a 60 alunos
2014,24,RN,2411809,São Fernando,24033260,ESC EST MONS WALFREDO GURGEL ENS FUND E MEDIO,2,1,25,0.0,20,80.0,490.48,549.02,479.6,473.56,491.0,,,,62.5,95.0,79.1,15.1,5.8,De 1 a 30 alunos
2015,24,RN,2411809,São Fernando,24033260,ESC EST MONS WALFREDO GURGEL ENS FUND E MEDIO,2,1,24,0.0,21,87.5,477.89,529.32,487.89,487.79,573.33,,,Grupo 2,50.0,95.24,86.3,13.7,0.0,De 1 a 30 alunos
2009,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,76,,38,50.0,443.79,459.9,439.03,427.03,563.16,,,,,,67.8,7.1,25.1,De 61 a 90 alunos
2010,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,64,,38,59.4,479.06,510.77,479.08,483.57,576.47,,,,,,73.7,4.4,21.9,De 61 a 90 alunos
2011,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,58,,38,65.52,433.22,437.0,491.79,467.96,512.63,,,,,,62.8,11.0,26.2,De 31 a 60 alunos
2012,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,62,,31,50.0,452.3,485.95,471.23,491.44,487.74,,,,,,80.6,6.5,12.9,De 61 a 90 alunos
2013,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,36,0.0,29,80.56,421.55,479.4,449.94,466.61,508.97,,,,58.4,,88.1,6.0,5.9,De 31 a 60 alunos
2014,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,64,1.0,50,78.13,478.47,538.6,505.25,469.91,485.6,,,,50.0,86.0,87.3,1.2,11.5,De 61 a 90 alunos
2015,24,RN,2412104,São João do Sabugi,24033634,ESC EST SEN JOSE BERNARDO ENS 1 E 2 GRAU,2,1,41,0.0,34,82.93,457.82,550.99,481.44,465.14,519.41,,,Grupo 2,56.9,91.18,91.0,1.5,7.5,De 31 a 60 alunos
2010,24,RN,2414308,Timbaúba dos Batistas,24034304,ESC EST BASILIO B DE A ENS 1 2 GRAUS,2,1,22,,10,45.5,450.71,505.88,458.13,449.59,,,,,,,74.8,1.0,24.2,De 1 a 30 alunos
2014,24,RN,2414308,Timbaúba dos Batistas,24034304,ESC EST BASILIO B DE A ENS 1 2 GRAUS,2,1,29,0.0,29,100.0,465.51,523.38,488.77,442.18,437.93,,,,55.9,65.52,96.6,0.0,3.4,De 1 a 30 alunos
2009,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,58,,39,67.2,472.51,485.37,489.83,460.05,553.85,,,,,,90.8,4.6,4.6,De 31 a 60 alunos
2010,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,43,,34,79.1,460.44,503.7,478.84,457.61,594.35,,,,,,88.5,2.7,8.8,De 31 a 60 alunos
2011,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,48,,33,68.75,443.75,443.73,500.66,486.39,558.79,,,,,,91.7,5.7,2.6,De 31 a 60 alunos
2012,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,44,,30,68.18,447.47,503.02,495.55,470.49,542.0,,,,,,86.9,8.1,5.0,De 31 a 60 alunos
2013,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,51,1.0,37,72.55,450.99,506.15,472.12,493.78,528.65,,,,47.2,,96.1,0.6,3.3,De 31 a 60 alunos
2014,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,43,2.0,37,86.05,447.0,532.64,500.79,435.16,515.68,,,,49.5,81.08,87.9,4.9,7.2,De 31 a 60 alunos
2015,24,RN,2400109,Acari,24034410,ESC EST DR JOSE G DE MEDEIROS,2,1,64,0.0,50,78.13,450.06,525.29,476.09,427.73,534.0,,,Grupo 3,50.5,96.0,90.5,9.5,0.0,De 61 a 90 alunos
2009,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,93,,40,38.1,452.0,438.14,437.58,446.75,485.63,,,,,,74.5,5.6,19.9,Maior que 90 alunos
2010,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,99,,53,49.1,429.21,491.08,461.26,442.06,536.73,,,,,,84.2,1.0,14.8,Maior que 90 alunos
2012,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,89,,48,53.93,425.96,461.63,438.81,414.13,454.17,,,,,,73.0,6.6,20.4,De 61 a 90 alunos
2013,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,71,5.0,38,53.52,437.29,458.62,451.91,454.19,480.53,,,,51.0,,86.4,3.0,10.6,De 61 a 90 alunos
2014,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,53,2.0,41,77.36,448.4,485.87,470.89,433.88,419.02,,,,38.7,78.05,70.5,14.3,15.2,De 31 a 60 alunos
2015,24,RN,2400109,Acari,24034428,ESC EST PROFA IRACEMA BRANDAO DE ARAUJO,2,1,65,4.0,33,50.77,434.41,512.52,447.47,428.03,498.79,,,Grupo 2,47.0,84.85,68.0,17.5,14.5,De 61 a 90 alunos
2009,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,88,,27,30.7,440.88,427.57,413.91,473.3,511.11,,,,,,65.4,11.9,22.7,De 61 a 90 alunos
2010,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,89,,36,40.4,441.06,488.36,460.88,457.73,602.14,,,,,,70.2,4.1,25.7,De 61 a 90 alunos
2013,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,60,0.0,41,68.33,455.5,479.4,472.9,477.81,463.41,,,,59.1,,71.5,7.7,20.8,De 31 a 60 alunos
2014,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,72,0.0,46,63.89,457.82,506.48,467.54,449.5,394.78,,,,68.0,91.3,75.1,20.3,4.6,De 61 a 90 alunos
2015,24,RN,2402402,Carnaúba dos Dantas,24034940,ESC EST JOAO HENRIQUE DANTAS ENS 1 E 2 G,2,1,59,0.0,34,57.63,459.7,540.11,479.96,446.48,559.41,,,Grupo 3,61.9,88.24,79.4,5.1,15.5,De 31 a 60 alunos
2009,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,113,,46,31.8,444.3,446.58,450.04,448.4,556.82,,,,,,91.0,2.3,6.7,Maior que 90 alunos
2010,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,106,,42,31.7,438.3,470.82,452.85,429.81,550.63,,,,,,78.0,7.3,14.7,Maior que 90 alunos
2012,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,65,,33,50.77,446.52,488.63,475.9,468.42,476.97,,,,,,73.0,10.5,16.5,De 61 a 90 alunos
2013,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,95,1.0,48,50.53,456.12,487.17,457.86,472.83,462.92,,,,43.2,,71.0,16.5,12.5,Maior que 90 alunos
2014,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,67,0.0,45,67.16,464.0,522.34,494.46,432.18,507.11,,,,41.1,95.56,73.3,13.6,13.1,De 61 a 90 alunos
2015,24,RN,2403004,Cruzeta,24035149,ESC EST JOAQUIM J DE MEDEIROS 1 2 GRAUS,2,1,41,4.0,32,78.05,466.95,532.41,480.07,452.31,551.25,,,Grupo 2,45.1,100.0,72.9,21.4,5.7,De 31 a 60 alunos
2009,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,20,,13,65.0,505.33,534.33,520.28,491.42,592.31,,,,,,83.5,16.5,0.0,De 1 a 30 alunos
2010,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,18,,12,66.7,527.82,571.08,526.83,556.4,620.83,,,,,,97.3,2.7,0.0,De 1 a 30 alunos
2011,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,28,,18,64.29,491.32,508.46,539.18,552.16,583.33,,,,,,98.9,1.1,0.0,De 1 a 30 alunos
2012,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,33,,32,96.97,473.76,532.76,490.65,538.01,530.63,,,,,,96.0,4.0,0.0,De 31 a 60 alunos
2013,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,27,0.0,23,85.19,487.89,534.13,488.53,516.73,562.61,,,,38.7,,90.8,9.2,0.0,De 1 a 30 alunos
2014,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,29,0.0,27,93.1,512.59,567.58,528.25,524.25,541.48,,,,44.4,66.67,95.3,4.7,0.0,De 1 a 30 alunos
2015,24,RN,2403103,Currais Novos,24035467,COLEGIO CAMILO TOSCANO,4,1,22,0.0,20,90.91,481.99,565.92,518.13,527.28,581.0,,,Grupo 3,50.0,60.0,89.7,10.3,0.0,De 1 a 30 alunos
2009,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,30,,18,60.0,516.51,494.81,463.78,506.51,572.22,,,,,,100.0,0.0,0.0,De 1 a 30 alunos
2010,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,54,,39,72.2,516.7,567.14,526.99,544.69,676.97,,,,,,92.4,6.9,0.7,De 31 a 60 alunos
2011,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,35,,26,74.29,530.55,511.18,538.86,602.04,636.92,,,,,,96.7,3.3,0.0,De 31 a 60 alunos
2012,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,26,,26,100.0,484.05,523.15,490.47,532.18,570.0,,,,,,90.7,9.3,0.0,De 1 a 30 alunos
2013,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,36,0.0,33,91.67,504.48,553.5,517.87,547.22,598.79,,,,61.4,,95.2,4.0,0.8,De 31 a 60 alunos
2014,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,32,0.0,31,96.88,532.17,575.32,532.44,495.45,566.45,,,,64.3,87.1,87.8,11.3,0.9,De 31 a 60 alunos
2015,24,RN,2403103,Currais Novos,24035475,EDUCANDARIO JESUS MENINO,4,1,35,0.0,35,100.0,512.12,580.39,527.54,517.89,586.29,,,Grupo 4,58.6,88.57,98.5,1.5,0.0,De 31 a 60 alunos
2009,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,127,,19,15.0,465.34,478.98,471.7,459.76,494.74,,,,,,63.5,12.7,23.8,Maior que 90 alunos
2010,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,119,,56,47.1,448.11,478.63,469.42,442.86,556.02,,,,,,76.2,5.5,18.3,Maior que 90 alunos
2013,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,123,1.0,75,60.98,435.43,472.07,452.04,461.63,482.93,,,,63.5,,67.4,17.0,15.6,Maior que 90 alunos
2014,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,123,0.0,82,66.67,466.11,528.35,491.85,446.01,444.88,,,,62.1,71.95,68.3,19.8,11.9,Maior que 90 alunos
2015,24,RN,2403103,Currais Novos,24035513,ESC EST CAP MOR GALVAO ENS DE 1º E 2º GRAU,2,1,76,0.0,49,64.47,460.94,542.2,487.29,447.21,524.9,,,Grupo 2,66.7,85.71,74.0,20.6,5.4,De 61 a 90 alunos
2013,24,RN,2403103,Currais Novos,24035521,E E DR SILVIO B MELO ENS 1 E2 GRAUS,2,1,54,0.0,30,55.56,440.36,461.1,448.27,457.06,402.67,,,,42.6,,74.4,15.3,10.3,De 31 a 60 alunos
2014,24,RN,2403103,Currais Novos,24035521,E E DR SILVIO B MELO ENS 1 E2 GRAUS,2,1,22,0.0,13,59.09,447.94,527.56,499.77,424.82,407.69,,,,35.5,92.31,82.4,8.4,9.2,De 1 a 30 alunos
2015,24,RN,2403103,Currais Novos,24035521,E E DR SILVIO B MELO ENS 1 E2 GRAUS,2,1,48,2.0,34,70.83,460.18,525.79,467.93,425.05,495.88,,,Grupo 2,29.0,91.18,83.1,12.3,4.6,De 31 a 60 alunos
2009,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,88,,50,56.8,464.49,458.93,463.52,461.5,489.29,,,,,,86.2,7.8,6.0,De 61 a 90 alunos
2010,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,92,,56,60.9,439.38,496.41,491.8,466.3,598.66,,,,,,94.1,3.2,2.7,Maior que 90 alunos
2011,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,110,,79,71.82,425.58,441.31,488.6,462.34,507.09,,,,,,89.0,8.5,2.5,Maior que 90 alunos
2012,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,105,,87,82.86,440.44,490.71,488.05,479.21,526.21,,,,,,98.8,0.9,0.3,Maior que 90 alunos
2013,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,113,0.0,102,90.27,451.28,490.68,465.51,485.24,524.31,,,,61.2,,94.7,4.5,0.8,Maior que 90 alunos
2014,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,99,0.0,88,88.89,471.38,541.0,514.31,451.44,526.59,,,,80.0,86.36,90.9,6.2,2.9,Maior que 90 alunos
2015,24,RN,2403103,Currais Novos,24035548,ESC EST TRISTAO DE BARROS ENS FUND E MEDIO,2,1,114,5.0,95,83.33,446.36,530.1,474.62,422.43,532.0,,,Grupo 3,70.4,90.53,86.0,11.1,2.9,Maior que 90 alunos
2009,24,RN,2403103,Currais Novos,24035777,ESCOLA ESTADUAL INSTITUTO VIVALDO PEREIRA,2,1,164,,47,28.7,455.39,470.67,457.26,465.47,516.3,,,,,,72.0,9.5,18.5,Maior que 90 alunos
2010,24,RN,2403103,Currais Novos,24035777,ESCOLA ESTADUAL INSTITUTO VIVALDO PEREIRA,2,1,159,,57,35.8,465.91,504.59,490.08,482.15,596.7,,,,,,84.0,2.3,13.7,Maior que 90 alunos
2014,24,RN,2403103,Currais Novos,24035777,ESCOLA ESTADUAL INSTITUTO VIVALDO PEREIRA,2,1,128,1.0,70,54.69,459.79,522.89,490.19,429.32,410.86,,,,60.4,74.29,62.3,32.9,4.8,Maior que 90 alunos
2015,24,RN,2403103,Currais Novos,24035777,ESCOLA ESTADUAL INSTITUTO VIVALDO PEREIRA,2,1,94,2.0,57,60.64,450.33,530.62,478.12,440.15,510.18,,,Grupo 1,59.9,70.18,67.0,23.1,9.9,Maior que 90 alunos
2009,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,36,,29,80.6,548.3,558.53,551.4,525.46,647.41,,,,,,100.0,0.0,0.0,De 31 a 60 alunos
2010,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,34,,29,85.3,524.97,576.0,532.34,530.43,634.48,,,,,,96.7,2.5,0.8,De 31 a 60 alunos
2011,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,43,,34,79.07,502.71,510.28,553.75,543.81,632.35,,,,,,100.0,0.0,0.0,De 31 a 60 alunos
2012,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,39,,38,97.44,522.12,575.27,524.74,574.72,607.37,,,,,,98.2,0.9,0.9,De 31 a 60 alunos
2013,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,32,0.0,29,90.63,526.84,577.25,537.53,552.82,654.48,,,,52.8,,100.0,0.0,0.0,De 31 a 60 alunos
2014,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,30,0.0,27,90.0,546.03,613.37,563.72,538.46,612.59,,,,45.0,81.48,95.3,4.7,0.0,De 1 a 30 alunos
2015,24,RN,2403103,Currais Novos,24036099,UNIVERSIDADE DA CRIANCA E DO ADOLESCENTE,4,1,24,0.0,24,100.0,529.63,597.94,537.03,523.3,636.67,,,Grupo 4,46.2,75.0,100.0,0.0,0.0,De 1 a 30 alunos
2009,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,73,,29,39.7,443.4,439.76,418.83,449.25,502.59,,,,,,73.2,2.6,24.2,De 61 a 90 alunos
2010,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,54,,32,59.3,439.87,485.94,463.33,443.82,567.86,,,,,,78.0,8.9,13.1,De 31 a 60 alunos
2012,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,78,,46,58.97,422.38,460.86,435.84,415.24,457.39,,,,,,78.1,7.9,14.0,De 61 a 90 alunos
2013,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,79,1.0,41,51.9,445.42,477.49,450.55,449.91,479.02,,,,70.7,,79.4,3.4,17.2,De 61 a 90 alunos
2014,24,RN,2403400,Equador,24036161,EE PROF ISABEL FERREIRA,2,1,62,1.0,37,59.68,444.98,524.26,476.3,407.17,440.54,,,,68.3,89.19,75.4,5.3,19.3,De 61 a 90 alunos
2009,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,177,,74,41.8,464.63,474.95,457.25,468.09,541.55,,,,,,67.6,8.6,23.8,Maior que 90 alunos
2010,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,187,,107,57.2,448.53,492.86,475.37,453.48,577.94,,,,,,77.9,5.0,17.1,Maior que 90 alunos
2011,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,181,,91,50.28,442.94,451.81,485.48,476.41,547.69,,,,,,72.5,6.1,21.4,Maior que 90 alunos
2012,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,144,,74,51.39,442.81,496.31,456.12,477.67,516.76,,,,,,76.1,5.5,18.4,Maior que 90 alunos
2013,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,141,0.0,80,56.74,443.51,473.88,454.01,481.03,519.75,,,,55.8,,81.7,1.9,16.4,Maior que 90 alunos
2014,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,139,0.0,92,66.19,454.18,525.7,487.47,450.76,443.48,,,,48.4,85.87,77.8,9.6,12.6,Maior que 90 alunos
2015,24,RN,2405702,Jardim do Seridó,24036420,CENTRO EDUC FELINTO ELISIO,2,1,136,0.0,93,68.38,450.31,542.07,482.8,430.07,536.56,,,Grupo 2,56.4,91.4,74.4,10.6,15.0,Maior que 90 alunos
2009,24,RN,2408508,Ouro Branco,24036730,ESC EST MANOEL CORREIA ENS FUNDAMENTAL E MEDIO,2,1,87,,31,35.6,481.01,473.94,460.26,499.95,566.13,,,,,,76.6,2.5,20.9,De 61 a 90 alunos
2010,24,RN,2408508,Ouro Branco,24036730,ESC EST MANOEL CORREIA ENS FUNDAMENTAL E MEDIO,2,1,56,,25,44.6,452.76,502.46,476.85,426.69,572.92,,,,,,86.5,1.7,11.8,De 31 a 60 alunos
2013,24,RN,2408508,Ouro Branco,24036730,ESCOLA ESTADUAL MANOEL CORREIA - ENS FUNDAMENTAL E MEDIO,2,1,43,0.0,22,51.16,465.44,508.82,470.68,507.38,483.64,,,,50.6,,86.5,1.4,12.1,De 31 a 60 alunos
2014,24,RN,2408508,Ouro Branco,24036730,ESCOLA ESTADUAL MANOEL CORREIA - ENS FUNDAMENTAL E MEDIO,2,1,29,0.0,25,86.21,461.57,543.31,505.99,443.53,467.2,,,,50.8,84.0,73.5,8.4,18.1,De 1 a 30 alunos
2015,24,RN,2408508,Ouro Branco,24036730,ESCOLA ESTADUAL MANOEL CORREIA - ENS FUNDAMENTAL E MEDIO,2,1,52,0.0,27,51.92,446.8,554.26,503.01,450.48,587.41,,,Grupo 3,53.8,92.59,85.7,8.2,6.1,De 31 a 60 alunos
2009,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,180,,118,65.6,450.55,458.14,442.1,463.45,573.46,,,,,,76.2,7.3,16.5,Maior que 90 alunos
2010,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,216,,122,56.5,462.21,495.81,475.08,476.63,572.06,,,,,,82.2,5.3,12.5,Maior que 90 alunos
2012,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,214,,129,60.28,441.37,491.5,455.54,483.46,482.33,,,,,,72.7,10.6,16.7,Maior que 90 alunos
2013,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,213,1.0,134,62.91,448.23,495.46,461.05,475.54,520.15,,,,63.9,,72.5,13.8,13.7,Maior que 90 alunos
2014,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,184,0.0,93,50.54,459.09,515.56,478.48,457.85,425.81,,,,57.1,79.57,75.0,13.8,11.2,Maior que 90 alunos
2015,24,RN,2408904,Parelhas,24037079,ESC EST MONS AMANCIO RAMALHO,2,1,119,0.0,79,66.39,446.17,521.28,475.42,436.3,506.08,,,Grupo 2,60.2,78.48,77.7,16.1,6.2,Maior que 90 alunos
2009,24,RN,2408904,Parelhas,24037087,ESC EST PROF FELIPE BITTENCOURT I GRAU,2,1,49,,27,55.1,455.0,439.73,446.09,457.59,612.96,,,,,,64.7,5.3,30.0,De 31 a 60 alunos
2010,24,RN,2408904,Parelhas,24037087,ESC EST PROF FELIPE BITTENCOURT I GRAU,2,1,56,,26,46.4,445.46,479.6,438.89,455.42,533.33,,,,,,61.5,2.7,35.8,De 31 a 60 alunos
2014,24,RN,2408904,Parelhas,24037087,ESC EST PROF FELIPE BITTENCOURT I GRAU,2,1,23,0.0,15,65.22,458.14,508.25,486.77,411.42,465.33,,,,46.2,60.0,50.9,18.2,30.9,De 1 a 30 alunos
2009,24,RN,2411429,Santana do Seridó,24037516,E E JOAO VILAR DA CUNHA ENSINO FUNDAM E MEDIO,2,1,44,,20,45.5,443.29,462.89,471.12,481.5,577.5,,,,,,96.2,0.0,3.8,De 31 a 60 alunos
2010,24,RN,2411429,Santana do Seridó,24037516,E E JOAO VILAR DA CUNHA ENSINO FUNDAM E MEDIO,2,1,18,,11,61.1,471.09,510.11,444.02,466.76,600.0,,,,,,91.2,0.0,8.8,De 1 a 30 alunos
2013,24,RN,2411429,Santana do Seridó,24037516,E E JOAO VILAR DA CUNHA ENSINO FUNDAM E MEDIO,2,1,20,0.0,18,90.0,426.35,480.08,466.67,490.63,493.33,,,,66.7,,97.3,1.3,1.4,De 1 a 30 alunos
2014,24,RN,2411429,Santana do Seridó,24037516,E E JOAO VILAR DA CUNHA ENSINO FUNDAM E MEDIO,2,1,39,0.0,30,76.92,444.0,545.27,491.91,449.73,431.33,,,,69.2,93.33,91.1,1.3,7.6,De 31 a 60 alunos
2015,24,RN,2411429,Santana do Seridó,24037516,E E JOAO VILAR DA CUNHA ENSINO FUNDAM E MEDIO,2,1,21,0.0,15,71.43,449.43,534.59,473.37,450.56,484.0,,,Grupo 2,69.2,93.33,92.9,0.0,7.1,De 1 a 30 alunos
2009,24,RN,2412401,São José do Seridó,24037664,ESC EST PROF RAIMUNDO S COSTA ENS FUND E MEDIO,2,1,61,,29,47.5,459.97,448.84,441.49,462.72,524.14,,,,,,78.0,3.6,18.4,De 61 a 90 alunos
2010,24,RN,2412401,São José do Seridó,24037664,ESC EST PROF RAIMUNDO S COSTA ENS FUND E MEDIO,2,1,69,,34,49.3,451.07,493.95,447.16,452.7,540.32,,,,,,77.9,1.2,20.9,De 61 a 90 alunos
2012,24,RN,2412401,São José do Seridó,24037664,ESC EST PROF RAIMUNDO S COSTA ENS FUND E MEDIO,2,1,70,,46,65.71,446.39,498.93,468.0,440.33,482.17,,,,,,77.3,4.5,18.2,De 61 a 90 alunos
2009,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,70,,22,31.4,418.02,438.58,421.59,454.46,544.32,,,,,,72.7,4.1,23.2,De 61 a 90 alunos
2010,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,65,,14,21.5,419.76,454.58,437.84,433.72,553.57,,,,,,70.1,7.2,22.7,De 61 a 90 alunos
2014,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,71,0.0,38,53.52,445.41,487.69,462.24,425.19,354.74,,,,31.3,84.21,67.3,14.2,18.5,De 61 a 90 alunos
2015,24,RN,2401602,Bento Fernandes,24037842,EE SEN JOAO CAMARA,2,1,70,0.0,35,50.0,430.86,505.05,442.02,383.02,476.0,,,Grupo 2,33.0,88.57,73.5,2.3,24.2,De 61 a 90 alunos
2010,24,RN,2405108,Jandaíra,24038105,ESC EST PROF MARIA DA CONCEICAO MESSIAS,2,1,57,,20,35.1,423.71,478.69,442.44,417.15,590.79,,,,,,65.7,2.4,31.9,De 31 a 60 alunos
